Time Start Target Weight
8 2764 9295 1
8 2764 9313 1
8 2764 9314 1
8 2764 9328 1
8 2764 9384 1
8 2764 9463 1
8 2764 9476 1
8 2764 9508 1
8 2764 9510 1
8 2764 9543 1
8 2764 9567 1
8 2764 9585 1
8 2764 9714 1
8 2764 9725 1
8 2764 9792 1
8 2764 9913 1
8 2764 10084 1
8 2764 10129 1
8 2764 10141 1
8 2764 10213 1
8 2764 10216 1
8 2764 17409 1
8 2764 17437 1
8 2764 17536 1
8 2764 17635 1
8 7586 7604 1
8 7586 7605 1
8 7586 9266 1
8 7586 9294 1
8 7586 9384 1
8 7586 9544 1
8 7586 9549 1
8 7586 9663 1
8 7586 9664 1
8 7586 9838 1
8 7586 9885 1
8 7586 10084 1
8 7586 14172 1
8 7609 10084 1
8 7635 10084 1
8 7703 10084 1
8 9398 10084 1
8 9398 10530 1
8 9542 10084 1
8 9664 10084 1
8 9664 17486 1
8 9745 10084 1
8 9795 10084 1
8 9822 10084 1
8 9885 10084 1
8 4750 9741 1
8 4750 9835 1
8 4750 10086 1
8 4750 11919 1
8 4776 5727 1
8 4776 7596 1
8 4776 9715 1
8 4776 10086 1
8 4058 4352 1
8 4058 4610 1
8 4058 4624 1
8 4058 4637 1
8 4058 4654 1
8 4058 4658 1
8 4058 4748 1
8 4058 4764 1
8 4058 4773 1
8 4058 4849 1
8 4058 7468 1
8 4058 7484 1
8 4058 7651 1
8 4058 9409 1
8 4058 9440 1
8 4058 9502 1
8 4058 9504 1
8 4058 9538 1
8 4058 9660 1
8 4058 9665 1
8 4058 9876 1
8 4058 9879 1
8 4058 10087 1
8 4058 10107 1
8 4058 10210 1
8 4058 10231 1
8 4058 17449 1
8 4058 17456 1
8 4058 17487 1
8 4058 17541 1
8 4058 17553 1
8 4515 4620 1
8 4515 4635 1
8 4515 4637 1
8 4515 7577 1
8 4515 9538 1
8 4515 9879 1
8 4515 9935 1
8 4515 10087 1
8 4515 17449 1
8 2514 2521 1
8 2514 2907 1
8 2514 2914 1
8 2514 3549 1
8 2514 3561 1
8 2514 7523 1
8 2514 7671 1
8 2514 7674 1
8 2514 8069 1
8 2514 9994 1
8 2514 10090 1
8 2514 10743 1
8 2514 17508 1
8 9299 10096 1
8 10097 17536 1
8 9443 10097 1
8 9443 10912 1
8 10098 10132 1
8 9899 10098 1
8 9739 10099 1
8 9800 9801 1
8 9800 9812 1
8 9800 10099 1
8 3561 3563 1
8 3561 3564 1
8 3561 3578 1
8 3561 3655 1
8 3561 3700 1
8 3561 3701 1
8 3561 3703 1
8 3561 3770 1
8 3561 3814 1
8 3561 3833 1
8 3561 3846 1
8 3561 3908 1
8 3561 3914 1
8 3561 3994 1
8 3561 3998 1
8 3561 4006 1
8 3561 4043 1
8 3561 4057 1
8 3561 4134 1
8 3561 4181 1
8 3561 4200 1
8 3561 4208 1
8 3561 4261 1
8 3561 4271 1
8 3561 4278 1
8 3561 4279 1
8 3561 4281 1
8 3561 4293 1
8 3561 4373 1
8 3561 4393 1
8 3561 4449 1
8 3561 4513 1
8 3561 4544 1
8 3561 4565 1
8 3561 4568 1
8 3561 4574 1
8 3561 4609 1
8 3561 4637 1
8 3561 4651 1
8 3561 4670 1
8 3561 4694 1
8 3561 4750 1
8 3561 4755 1
8 3561 4761 1
8 3561 4765 1
8 3561 4788 1
8 3561 4799 1
8 3561 4947 1
8 3561 5000 1
8 3561 5006 1
8 3561 5024 1
8 3561 5049 1
8 3561 5051 1
8 3561 5054 1
8 3561 5056 1
8 3561 5078 1
8 3561 5093 1
8 3561 5097 1
8 3561 5378 1
8 3561 5391 1
8 3561 5394 1
8 3561 5400 1
8 3561 5416 1
8 3561 5466 1
8 3561 5486 1
8 3561 5511 1
8 3561 5536 1
8 3561 5551 1
8 3561 5594 1
8 3561 5639 1
8 3561 5650 1
8 3561 5652 1
8 3561 5668 1
8 3561 5683 1
8 3561 5696 1
8 3561 5713 1
8 3561 5736 1
8 3561 5742 1
8 3561 5760 1
8 3561 5784 1
8 3561 6079 1
8 3561 6081 1
8 3561 6082 1
8 3561 6118 1
8 3561 6123 1
8 3561 6127 1
8 3561 6128 1
8 3561 6163 1
8 3561 6172 1
8 3561 6221 1
8 3561 6259 1
8 3561 6296 1
8 3561 6307 1
8 3561 6309 1
8 3561 6311 1
8 3561 6312 1
8 3561 6337 1
8 3561 6347 1
8 3561 6359 1
8 3561 6373 1
8 3561 6432 1
8 3561 6436 1
8 3561 6440 1
8 3561 6467 1
8 3561 6480 1
8 3561 6482 1
8 3561 6494 1
8 3561 6503 1
8 3561 6504 1
8 3561 6507 1
8 3561 6535 1
8 3561 6542 1
8 3561 6581 1
8 3561 6587 1
8 3561 6594 1
8 3561 6597 1
8 3561 6600 1
8 3561 6612 1
8 3561 6630 1
8 3561 6639 1
8 3561 6641 1
8 3561 6648 1
8 3561 6660 1
8 3561 6678 1
8 3561 6696 1
8 3561 6697 1
8 3561 6730 1
8 3561 6805 1
8 3561 6813 1
8 3561 6846 1
8 3561 6848 1
8 3561 6849 1
8 3561 6893 1
8 3561 6943 1
8 3561 6946 1
8 3561 6947 1
8 3561 6977 1
8 3561 6983 1
8 3561 6993 1
8 3561 7004 1
8 3561 7011 1
8 3561 7018 1
8 3561 7024 1
8 3561 7065 1
8 3561 7068 1
8 3561 7087 1
8 3561 7105 1
8 3561 7127 1
8 3561 7133 1
8 3561 7137 1
8 3561 7146 1
8 3561 7148 1
8 3561 7153 1
8 3561 7180 1
8 3561 7183 1
8 3561 7194 1
8 3561 7207 1
8 3561 7217 1
8 3561 7234 1
8 3561 7253 1
8 3561 7261 1
8 3561 7265 1
8 3561 7283 1
8 3561 7310 1
8 3561 7312 1
8 3561 7324 1
8 3561 7349 1
8 3561 7368 1
8 3561 7371 1
8 3561 7381 1
8 3561 7435 1
8 3561 7452 1
8 3561 7462 1
8 3561 7474 1
8 3561 7526 1
8 3561 7633 1
8 3561 7726 1
8 3561 7757 1
8 3561 7759 1
8 3561 7782 1
8 3561 7786 1
8 3561 7820 1
8 3561 7835 1
8 3561 7844 1
8 3561 7851 1
8 3561 7853 1
8 3561 7867 1
8 3561 7902 1
8 3561 7909 1
8 3561 7911 1
8 3561 7933 1
8 3561 7949 1
8 3561 7951 1
8 3561 7960 1
8 3561 7963 1
8 3561 7977 1
8 3561 8000 1
8 3561 8011 1
8 3561 8022 1
8 3561 8025 1
8 3561 8047 1
8 3561 8057 1
8 3561 8058 1
8 3561 8070 1
8 3561 8077 1
8 3561 8080 1
8 3561 8081 1
8 3561 8085 1
8 3561 8105 1
8 3561 8117 1
8 3561 8133 1
8 3561 8134 1
8 3561 8143 1
8 3561 8153 1
8 3561 8195 1
8 3561 8210 1
8 3561 8297 1
8 3561 8301 1
8 3561 8342 1
8 3561 8400 1
8 3561 8476 1
8 3561 8524 1
8 3561 8657 1
8 3561 8680 1
8 3561 8843 1
8 3561 8903 1
8 3561 9052 1
8 3561 9116 1
8 3561 9198 1
8 3561 9238 1
8 3561 9334 1
8 3561 9471 1
8 3561 9623 1
8 3561 9658 1
8 3561 9680 1
8 3561 9751 1
8 3561 9910 1
8 3561 10100 1
8 3561 10248 1
8 3561 10249 1
8 3561 10269 1
8 3561 10292 1
8 3561 10295 1
8 3561 10300 1
8 3561 10317 1
8 3561 10319 1
8 3561 10334 1
8 3561 10346 1
8 3561 10353 1
8 3561 10358 1
8 3561 10395 1
8 3561 10408 1
8 3561 10416 1
8 3561 10464 1
8 3561 10471 1
8 3561 10484 1
8 3561 10516 1
8 3561 10517 1
8 3561 10521 1
8 3561 10545 1
8 3561 10559 1
8 3561 10563 1
8 3561 10588 1
8 3561 10599 1
8 3561 10632 1
8 3561 10650 1
8 3561 10660 1
8 3561 10661 1
8 3561 10664 1
8 3561 10667 1
8 3561 10685 1
8 3561 10690 1
8 3561 10696 1
8 3561 10727 1
8 3561 10738 1
8 3561 10756 1
8 3561 10759 1
8 3561 10796 1
8 3561 10804 1
8 3561 10818 1
8 3561 10840 1
8 3561 10844 1
8 3561 10850 1
8 3561 10857 1
8 3561 10910 1
8 3561 10911 1
8 3561 10912 1
8 3561 10913 1
8 3561 10926 1
8 3561 10930 1
8 3561 10942 1
8 3561 10966 1
8 3561 10981 1
8 3561 10984 1
8 3561 10989 1
8 3561 10994 1
8 3561 11003 1
8 3561 11005 1
8 3561 11006 1
8 3561 11012 1
8 3561 11033 1
8 3561 11038 1
8 3561 11056 1
8 3561 11061 1
8 3561 11073 1
8 3561 11134 1
8 3561 11139 1
8 3561 11163 1
8 3561 11168 1
8 3561 11172 1
8 3561 11183 1
8 3561 11189 1
8 3561 11190 1
8 3561 11192 1
8 3561 11217 1
8 3561 11227 1
8 3561 11228 1
8 3561 11233 1
8 3561 11238 1
8 3561 11246 1
8 3561 11247 1
8 3561 11248 1
8 3561 11252 1
8 3561 11255 1
8 3561 11269 1
8 3561 11270 1
8 3561 11277 1
8 3561 11280 1
8 3561 11288 1
8 3561 11299 1
8 3561 11300 1
8 3561 11301 1
8 3561 11302 1
8 3561 11306 1
8 3561 11334 1
8 3561 11341 1
8 3561 11343 1
8 3561 11351 1
8 3561 11354 1
8 3561 11357 1
8 3561 11379 1
8 3561 11381 1
8 3561 11404 1
8 3561 11413 1
8 3561 11418 1
8 3561 11421 1
8 3561 11422 1
8 3561 11423 1
8 3561 11426 1
8 3561 11427 1
8 3561 11472 1
8 3561 11491 1
8 3561 11492 1
8 3561 11504 1
8 3561 11507 1
8 3561 11524 1
8 3561 11527 1
8 3561 11533 1
8 3561 11548 1
8 3561 11549 1
8 3561 11554 1
8 3561 11556 1
8 3561 11579 1
8 3561 11588 1
8 3561 11589 1
8 3561 11598 1
8 3561 11612 1
8 3561 11613 1
8 3561 11615 1
8 3561 11618 1
8 3561 11622 1
8 3561 11648 1
8 3561 11657 1
8 3561 11678 1
8 3561 11692 1
8 3561 11701 1
8 3561 11709 1
8 3561 11713 1
8 3561 11717 1
8 3561 11722 1
8 3561 11732 1
8 3561 11739 1
8 3561 11743 1
8 3561 11746 1
8 3561 11754 1
8 3561 11770 1
8 3561 11778 1
8 3561 11779 1
8 3561 11792 1
8 3561 11810 1
8 3561 11819 1
8 3561 11822 1
8 3561 11830 1
8 3561 11833 1
8 3561 11848 1
8 3561 11853 1
8 3561 11854 1
8 3561 11855 1
8 3561 11857 1
8 3561 11870 1
8 3561 11883 1
8 3561 11895 1
8 3561 11900 1
8 3561 11904 1
8 3561 11905 1
8 3561 11906 1
8 3561 11907 1
8 3561 11908 1
8 3561 11924 1
8 3561 11931 1
8 3561 11935 1
8 3561 11953 1
8 3561 11955 1
8 3561 11961 1
8 3561 11963 1
8 3561 11966 1
8 3561 11968 1
8 3561 11970 1
8 3561 11976 1
8 3561 11977 1
8 3561 11986 1
8 3561 11987 1
8 3561 12017 1
8 3561 12020 1
8 3561 12022 1
8 3561 12033 1
8 3561 12042 1
8 3561 12044 1
8 3561 12053 1
8 3561 12057 1
8 3561 12067 1
8 3561 12076 1
8 3561 12103 1
8 3561 12105 1
8 3561 12111 1
8 3561 12112 1
8 3561 12116 1
8 3561 12124 1
8 3561 12132 1
8 3561 12133 1
8 3561 12159 1
8 3561 12179 1
8 3561 12180 1
8 3561 12181 1
8 3561 12191 1
8 3561 12192 1
8 3561 12195 1
8 3561 12198 1
8 3561 12202 1
8 3561 12222 1
8 3561 12223 1
8 3561 12224 1
8 3561 12229 1
8 3561 12236 1
8 3561 12243 1
8 3561 12260 1
8 3561 12270 1
8 3561 12271 1
8 3561 12274 1
8 3561 12281 1
8 3561 12282 1
8 3561 12283 1
8 3561 12287 1
8 3561 12297 1
8 3561 12541 1
8 3561 12573 1
8 3561 12976 1
8 3561 13186 1
8 3561 13329 1
8 3561 13341 1
8 3561 13345 1
8 3561 13346 1
8 3561 13350 1
8 3561 13367 1
8 3561 13376 1
8 3561 13390 1
8 3561 13399 1
8 3561 13403 1
8 3561 13406 1
8 3561 13419 1
8 3561 13427 1
8 3561 13433 1
8 3561 13439 1
8 3561 13445 1
8 3561 13458 1
8 3561 13463 1
8 3561 13473 1
8 3561 13488 1
8 3561 13491 1
8 3561 13497 1
8 3561 13502 1
8 3561 13513 1
8 3561 13539 1
8 3561 13551 1
8 3561 13552 1
8 3561 13559 1
8 3561 13565 1
8 3561 13574 1
8 3561 13601 1
8 3561 13607 1
8 3561 13615 1
8 3561 13645 1
8 3561 13646 1
8 3561 13685 1
8 3561 13700 1
8 3561 13718 1
8 3561 13731 1
8 3561 13733 1
8 3561 13762 1
8 3561 13772 1
8 3561 13778 1
8 3561 13781 1
8 3561 13782 1
8 3561 13786 1
8 3561 13789 1
8 3561 13802 1
8 3561 13805 1
8 3561 13823 1
8 3561 13824 1
8 3561 13832 1
8 3561 13860 1
8 3561 13866 1
8 3561 13888 1
8 3561 13892 1
8 3561 13984 1
8 3561 13986 1
8 3561 13989 1
8 3561 14041 1
8 3561 14046 1
8 3561 14054 1
8 3561 14060 1
8 3561 14062 1
8 3561 14103 1
8 3561 14128 1
8 3561 14132 1
8 3561 14146 1
8 3561 14155 1
8 3561 14180 1
8 3561 14217 1
8 3561 14238 1
8 3561 14255 1
8 3561 14260 1
8 3561 14268 1
8 3561 14309 1
8 3561 14311 1
8 3561 14341 1
8 3561 14374 1
8 3561 14391 1
8 3561 14407 1
8 3561 14416 1
8 3561 14419 1
8 3561 14425 1
8 3561 14436 1
8 3561 14461 1
8 3561 14469 1
8 3561 14498 1
8 3561 14499 1
8 3561 14510 1
8 3561 14532 1
8 3561 14559 1
8 3561 14567 1
8 3561 14576 1
8 3561 14598 1
8 3561 14631 1
8 3561 14646 1
8 3561 14652 1
8 3561 14667 1
8 3561 14684 1
8 3561 14685 1
8 3561 14686 1
8 3561 14688 1
8 3561 14691 1
8 3561 14713 1
8 3561 14716 1
8 3561 14733 1
8 3561 14743 1
8 3561 14748 1
8 3561 14750 1
8 3561 14755 1
8 3561 14770 1
8 3561 14790 1
8 3561 14791 1
8 3561 14798 1
8 3561 14835 1
8 3561 14843 1
8 3561 14849 1
8 3561 14852 1
8 3561 14858 1
8 3561 14869 1
8 3561 14873 1
8 3561 14900 1
8 3561 14906 1
8 3561 14925 1
8 3561 14935 1
8 3561 14950 1
8 3561 14962 1
8 3561 14976 1
8 3561 14980 1
8 3561 15018 1
8 3561 15019 1
8 3561 15026 1
8 3561 15059 1
8 3561 15065 1
8 3561 15081 1
8 3561 15088 1
8 3561 15142 1
8 3561 15144 1
8 3561 15176 1
8 3561 15195 1
8 3561 15229 1
8 3561 15245 1
8 3561 15262 1
8 3561 15314 1
8 3561 15412 1
8 3561 15421 1
8 3561 15484 1
8 3561 15635 1
8 3561 16115 1
8 3561 16398 1
8 3561 16400 1
8 3561 16470 1
8 3561 16475 1
8 3561 16477 1
8 3561 16481 1
8 3561 16485 1
8 3561 16513 1
8 3561 16530 1
8 3561 16542 1
8 3561 16551 1
8 3561 16553 1
8 3561 16556 1
8 3561 16566 1
8 3561 16567 1
8 3561 16568 1
8 3561 16587 1
8 3561 16603 1
8 3561 16620 1
8 3561 16659 1
8 3561 16676 1
8 3561 16684 1
8 3561 16688 1
8 3561 16695 1
8 3561 16699 1
8 3561 16709 1
8 3561 16718 1
8 3561 16763 1
8 3561 16768 1
8 3561 16778 1
8 3561 16787 1
8 3561 16804 1
8 3561 16838 1
8 3561 16842 1
8 3561 16852 1
8 3561 16892 1
8 3561 16900 1
8 3561 16901 1
8 3561 16915 1
8 3561 16931 1
8 3561 16933 1
8 3561 16942 1
8 3561 16950 1
8 3561 16981 1
8 3561 17070 1
8 3561 17071 1
8 3561 17128 1
8 3561 17130 1
8 3561 17132 1
8 3561 17138 1
8 3561 17149 1
8 3561 17151 1
8 3561 17158 1
8 3561 17162 1
8 3561 17173 1
8 3561 17190 1
8 3561 17193 1
8 3561 17198 1
8 3561 17209 1
8 3561 17244 1
8 3561 17267 1
8 3561 17273 1
8 3561 17279 1
8 3561 17281 1
8 3561 17332 1
8 3561 17362 1
8 3561 17366 1
8 3561 17385 1
8 3561 17495 1
8 3561 18453 1
8 3561 18469 1
8 3561 18503 1
8 3561 18591 1
8 3561 18611 1
8 3561 18612 1
8 3561 18710 1
8 3561 18800 1
8 3561 18805 1
8 3561 18815 1
8 3561 18816 1
8 3561 18843 1
8 3561 18847 1
8 3561 18943 1
8 3561 18978 1
8 3561 19009 1
8 3561 19015 1
8 3561 19024 1
8 3561 19029 1
8 3561 19030 1
8 3561 19072 1
8 3561 19138 1
8 3561 19169 1
8 3561 19175 1
8 3561 19197 1
8 3561 19202 1
8 3561 19208 1
8 3561 19211 1
8 3561 19212 1
8 3561 19235 1
8 3561 19255 1
8 3561 19325 1
8 3561 19336 1
8 3561 19354 1
8 3561 19362 1
8 3561 19374 1
8 3561 19384 1
8 3561 19430 1
8 3561 19452 1
8 3561 19511 1
8 3561 19523 1
8 3561 19552 1
8 3561 19613 1
8 3561 19617 1
8 3561 19619 1
8 3561 19627 1
8 3561 19634 1
8 3561 19643 1
8 3561 19655 1
8 3561 19739 1
8 3561 19749 1
8 3561 19765 1
8 3561 19776 1
8 3561 19833 1
8 3561 19837 1
8 3561 19840 1
8 3561 19860 1
8 3561 19863 1
8 3561 19879 1
8 3561 19955 1
8 3561 19976 1
8 3561 20037 1
8 7474 7475 1
8 7474 7476 1
8 7474 7486 1
8 7474 7498 1
8 7474 7543 1
8 7474 7567 1
8 7474 7569 1
8 7474 7570 1
8 7474 7571 1
8 7474 7572 1
8 7474 7573 1
8 7474 7574 1
8 7474 7580 1
8 7474 7586 1
8 7474 7601 1
8 7474 7617 1
8 7474 7648 1
8 7474 7694 1
8 7474 9219 1
8 7474 9240 1
8 7474 9250 1
8 7474 9252 1
8 7474 9258 1
8 7474 9278 1
8 7474 9279 1
8 7474 9280 1
8 7474 9285 1
8 7474 9300 1
8 7474 9313 1
8 7474 9342 1
8 7474 9408 1
8 7474 9412 1
8 7474 9426 1
8 7474 9443 1
8 7474 9447 1
8 7474 9480 1
8 7474 9484 1
8 7474 9509 1
8 7474 9518 1
8 7474 9543 1
8 7474 9547 1
8 7474 9553 1
8 7474 9555 1
8 7474 9564 1
8 7474 9623 1
8 7474 9650 1
8 7474 9661 1
8 7474 9667 1
8 7474 9716 1
8 7474 9717 1
8 7474 9723 1
8 7474 9748 1
8 7474 9788 1
8 7474 9797 1
8 7474 9837 1
8 7474 9932 1
8 7474 9933 1
8 7474 9985 1
8 7474 10100 1
8 7474 10105 1
8 7474 10115 1
8 7474 10145 1
8 7474 10221 1
8 7474 10235 1
8 7474 17434 1
8 7474 17438 1
8 7474 17467 1
8 7474 17477 1
8 7474 17484 1
8 7474 17562 1
8 7474 17566 1
8 7474 17640 1
8 7474 17647 1
8 7474 17662 1
8 9498 10106 1
8 9498 17495 1
8 9498 17632 1
8 2042 5727 1
8 2042 6453 1
8 2042 7473 1
8 2042 9833 1
8 2042 10111 1
8 7631 10113 1
8 4645 4647 1
8 4645 6453 1
8 4645 9293 1
8 4645 9590 1
8 4645 9665 1
8 4645 9926 1
8 4645 10116 1
8 4645 17435 1
8 4645 17485 1
8 4645 17706 1
8 9874 10117 1
8 9874 17645 1
8 2687 4662 1
8 2687 9536 1
8 2687 9653 1
8 2687 9906 1
8 2687 10120 1
8 3758 4983 1
8 3758 7472 1
8 3758 7473 1
8 3758 7634 1
8 3758 9247 1
8 3758 9292 1
8 3758 9434 1
8 3758 9506 1
8 3758 9719 1
8 3758 9877 1
8 3758 9890 1
8 3758 10120 1
8 4786 6461 1
8 4786 7631 1
8 4786 7694 1
8 4786 9451 1
8 4786 9543 1
8 4786 9788 1
8 4786 10123 1
8 4786 17551 1
8 4786 17669 1
8 9237 10125 1
8 9505 9785 1
8 9505 10126 1
8 9505 10128 1
8 9328 10127 1
8 1239 1341 1
8 1239 1668 1
8 1239 1698 1
8 1239 1740 1
8 1239 1746 1
8 1239 1755 1
8 1239 1757 1
8 1239 1760 1
8 1239 1767 1
8 1239 1784 1
8 1239 1785 1
8 1239 1789 1
8 1239 1790 1
8 1239 1791 1
8 1239 1800 1
8 1239 1833 1
8 1239 1928 1
8 1239 2015 1
8 1239 2041 1
8 1239 2050 1
8 1239 2277 1
8 1239 2379 1
8 1239 2497 1
8 1239 2516 1
8 1239 2529 1
8 1239 2548 1
8 1239 2551 1
8 1239 2575 1
8 1239 2685 1
8 1239 2711 1
8 1239 2752 1
8 1239 2824 1
8 1239 2825 1
8 1239 2828 1
8 1239 2856 1
8 1239 2899 1
8 1239 2901 1
8 1239 2911 1
8 1239 2914 1
8 1239 2933 1
8 1239 3064 1
8 1239 3292 1
8 1239 3303 1
8 1239 3320 1
8 1239 3356 1
8 1239 3362 1
8 1239 3364 1
8 1239 3366 1
8 1239 3385 1
8 1239 3404 1
8 1239 3405 1
8 1239 3447 1
8 1239 3450 1
8 1239 3455 1
8 1239 3463 1
8 1239 3479 1
8 1239 3491 1
8 1239 3494 1
8 1239 3502 1
8 1239 3505 1
8 1239 3549 1
8 1239 3554 1
8 1239 3555 1
8 1239 3561 1
8 1239 3563 1
8 1239 3566 1
8 1239 3571 1
8 1239 3593 1
8 1239 3594 1
8 1239 3602 1
8 1239 3608 1
8 1239 3614 1
8 1239 3653 1
8 1239 3714 1
8 1239 3728 1
8 1239 3733 1
8 1239 3742 1
8 1239 3746 1
8 1239 3749 1
8 1239 3753 1
8 1239 3764 1
8 1239 3801 1
8 1239 3815 1
8 1239 3816 1
8 1239 3831 1
8 1239 3833 1
8 1239 3850 1
8 1239 3851 1
8 1239 3899 1
8 1239 3900 1
8 1239 3912 1
8 1239 3914 1
8 1239 3931 1
8 1239 3967 1
8 1239 3998 1
8 1239 4000 1
8 1239 4005 1
8 1239 4006 1
8 1239 4043 1
8 1239 4134 1
8 1239 4150 1
8 1239 4166 1
8 1239 4184 1
8 1239 4187 1
8 1239 4191 1
8 1239 4200 1
8 1239 4203 1
8 1239 4208 1
8 1239 4231 1
8 1239 4243 1
8 1239 4258 1
8 1239 4278 1
8 1239 4293 1
8 1239 4307 1
8 1239 4314 1
8 1239 4323 1
8 1239 4355 1
8 1239 4373 1
8 1239 4449 1
8 1239 4456 1
8 1239 4471 1
8 1239 4513 1
8 1239 4540 1
8 1239 4544 1
8 1239 4550 1
8 1239 4565 1
8 1239 4570 1
8 1239 4574 1
8 1239 4581 1
8 1239 4595 1
8 1239 4637 1
8 1239 4725 1
8 1239 4750 1
8 1239 4761 1
8 1239 4766 1
8 1239 4799 1
8 1239 4924 1
8 1239 4940 1
8 1239 4969 1
8 1239 4979 1
8 1239 4999 1
8 1239 5006 1
8 1239 5041 1
8 1239 5048 1
8 1239 5050 1
8 1239 5054 1
8 1239 5056 1
8 1239 5078 1
8 1239 5093 1
8 1239 5097 1
8 1239 5112 1
8 1239 5400 1
8 1239 5496 1
8 1239 5511 1
8 1239 5645 1
8 1239 5650 1
8 1239 5652 1
8 1239 5661 1
8 1239 5662 1
8 1239 5673 1
8 1239 5674 1
8 1239 5675 1
8 1239 5676 1
8 1239 5677 1
8 1239 5678 1
8 1239 5680 1
8 1239 5681 1
8 1239 5689 1
8 1239 5696 1
8 1239 5714 1
8 1239 5727 1
8 1239 5737 1
8 1239 5738 1
8 1239 5767 1
8 1239 5769 1
8 1239 5778 1
8 1239 5779 1
8 1239 5784 1
8 1239 5786 1
8 1239 6061 1
8 1239 6062 1
8 1239 6070 1
8 1239 6073 1
8 1239 6076 1
8 1239 6082 1
8 1239 6104 1
8 1239 6109 1
8 1239 6113 1
8 1239 6138 1
8 1239 6140 1
8 1239 6163 1
8 1239 6165 1
8 1239 6172 1
8 1239 6175 1
8 1239 6181 1
8 1239 6195 1
8 1239 6222 1
8 1239 6223 1
8 1239 6224 1
8 1239 6225 1
8 1239 6226 1
8 1239 6227 1
8 1239 6231 1
8 1239 6245 1
8 1239 6248 1
8 1239 6255 1
8 1239 6295 1
8 1239 6302 1
8 1239 6309 1
8 1239 6311 1
8 1239 6318 1
8 1239 6321 1
8 1239 6325 1
8 1239 6331 1
8 1239 6334 1
8 1239 6337 1
8 1239 6347 1
8 1239 6355 1
8 1239 6357 1
8 1239 6364 1
8 1239 6367 1
8 1239 6372 1
8 1239 6396 1
8 1239 6413 1
8 1239 6423 1
8 1239 6432 1
8 1239 6434 1
8 1239 6440 1
8 1239 6451 1
8 1239 6453 1
8 1239 6456 1
8 1239 6459 1
8 1239 6461 1
8 1239 6465 1
8 1239 6467 1
8 1239 6479 1
8 1239 6494 1
8 1239 6504 1
8 1239 6507 1
8 1239 6524 1
8 1239 6528 1
8 1239 6533 1
8 1239 6536 1
8 1239 6550 1
8 1239 6553 1
8 1239 6567 1
8 1239 6580 1
8 1239 6594 1
8 1239 6598 1
8 1239 6603 1
8 1239 6652 1
8 1239 6653 1
8 1239 6730 1
8 1239 6779 1
8 1239 6917 1
8 1239 6918 1
8 1239 6931 1
8 1239 6941 1
8 1239 6943 1
8 1239 6945 1
8 1239 6958 1
8 1239 6981 1
8 1239 6984 1
8 1239 6988 1
8 1239 6993 1
8 1239 7013 1
8 1239 7018 1
8 1239 7025 1
8 1239 7030 1
8 1239 7035 1
8 1239 7057 1
8 1239 7066 1
8 1239 7070 1
8 1239 7078 1
8 1239 7115 1
8 1239 7124 1
8 1239 7132 1
8 1239 7138 1
8 1239 7143 1
8 1239 7151 1
8 1239 7170 1
8 1239 7180 1
8 1239 7182 1
8 1239 7194 1
8 1239 7207 1
8 1239 7212 1
8 1239 7222 1
8 1239 7227 1
8 1239 7228 1
8 1239 7235 1
8 1239 7253 1
8 1239 7258 1
8 1239 7265 1
8 1239 7268 1
8 1239 7284 1
8 1239 7288 1
8 1239 7303 1
8 1239 7309 1
8 1239 7321 1
8 1239 7332 1
8 1239 7341 1
8 1239 7349 1
8 1239 7350 1
8 1239 7381 1
8 1239 7392 1
8 1239 7393 1
8 1239 7452 1
8 1239 7459 1
8 1239 7462 1
8 1239 7497 1
8 1239 7545 1
8 1239 7629 1
8 1239 7643 1
8 1239 7727 1
8 1239 7733 1
8 1239 7743 1
8 1239 7751 1
8 1239 7752 1
8 1239 7759 1
8 1239 7770 1
8 1239 7795 1
8 1239 7810 1
8 1239 7823 1
8 1239 7843 1
8 1239 7849 1
8 1239 7851 1
8 1239 7859 1
8 1239 7866 1
8 1239 7876 1
8 1239 7877 1
8 1239 7911 1
8 1239 7912 1
8 1239 7921 1
8 1239 7924 1
8 1239 7938 1
8 1239 7944 1
8 1239 7949 1
8 1239 7963 1
8 1239 7982 1
8 1239 8002 1
8 1239 8008 1
8 1239 8015 1
8 1239 8021 1
8 1239 8025 1
8 1239 8043 1
8 1239 8047 1
8 1239 8048 1
8 1239 8052 1
8 1239 8070 1
8 1239 8073 1
8 1239 8074 1
8 1239 8079 1
8 1239 8085 1
8 1239 8101 1
8 1239 8105 1
8 1239 8108 1
8 1239 8109 1
8 1239 8110 1
8 1239 8120 1
8 1239 8133 1
8 1239 8134 1
8 1239 8151 1
8 1239 8155 1
8 1239 8161 1
8 1239 8169 1
8 1239 8210 1
8 1239 8918 1
8 1239 8938 1
8 1239 9246 1
8 1239 9334 1
8 1239 10130 1
8 1239 10241 1
8 1239 10242 1
8 1239 10246 1
8 1239 10248 1
8 1239 10257 1
8 1239 10292 1
8 1239 10300 1
8 1239 10302 1
8 1239 10311 1
8 1239 10316 1
8 1239 10325 1
8 1239 10333 1
8 1239 10381 1
8 1239 10383 1
8 1239 10384 1
8 1239 10390 1
8 1239 10396 1
8 1239 10397 1
8 1239 10399 1
8 1239 10405 1
8 1239 10416 1
8 1239 10424 1
8 1239 10430 1
8 1239 10435 1
8 1239 10440 1
8 1239 10444 1
8 1239 10461 1
8 1239 10468 1
8 1239 10473 1
8 1239 10487 1
8 1239 10504 1
8 1239 10507 1
