Time Start Target Weight
1996 1597 1526 1
1996 1617 1857 1
1996 1617 1441 1
1996 1635 1517 1
1996 1645 1756 1
1996 1669 1754 1
1996 1761 1803 1
1996 1761 1789 1
1996 1871 1517 1
1996 1549 1681 1
1996 1553 1600 1
1996 1761 1879 1
1996 1789 1902 1
1996 1538 1522 1
1996 1538 1524 1
1996 1547 1716 1
1996 1550 1872 1
1996 1605 1636 1
1996 1769 1826 1
1996 1549 1600 1
1996 1600 1681 1
1996 1600 1683 1
1996 1566 1453 1
1996 1683 1525 1
1996 1562 1593 1
1996 1522 1524 1
1996 1599 1655 1
1996 1681 1525 1
1996 1681 1683 1
1996 1650 1668 1
1998 1549 1681 1
1998 1553 1600 1
1998 1560 1754 1
1998 1740 1517 1
1998 1761 1879 1
1998 1772 1874 1
1998 1789 1902 1
1998 1851 1521 1
1998 1857 1441 1
1998 1431 1516 1
1998 1497 1505 1
1998 1538 1522 1
1998 1538 1524 1
1998 1547 1716 1
1998 1550 1872 1
1998 1605 1636 1
1998 1769 1826 1
1998 1549 1600 1
1998 1600 1681 1
1998 1600 1683 1
1998 1600 1525 1
1998 1566 1453 1
1998 1825 1477 1
1998 1683 1525 1
1998 1562 1593 1
1998 1522 1524 1
1998 1599 1655 1
1998 1681 1525 1
1998 1681 1683 1
1998 1650 1668 1
2000 1538 1522 1
2000 1538 1524 1
2000 1547 1716 1
2000 1550 1872 1
2000 1551 1269 1
2000 1563 1728 1
2000 1579 1501 1
2000 1605 1636 1
2000 1606 1516 1
2000 1617 1857 1
2000 1667 1441 1
2000 1769 1826 1
2000 1549 1600 1
2000 1600 1681 1
2000 1600 1683 1
2000 1600 1525 1
2000 1566 1453 1
2000 1477 1519 1
2000 1740 1761 1
2000 1645 1756 1
2000 1825 1477 1
2000 1683 1525 1
2000 1562 1593 1
2000 1522 1524 1
2000 1599 1655 1
2000 1871 1517 1
2000 1681 1525 1
2000 1681 1683 1
2000 1650 1668 1
2002 1549 1600 1
2002 1600 1681 1
2002 1600 1683 1
2002 1600 1525 1
2002 1626 1467 1
2002 1630 1467 1
2002 1667 1767 1
2002 1431 1516 1
2002 1566 1453 1
2002 1597 1526 1
2002 1716 1808 1
2002 1857 1441 1
2002 1477 1519 1
2002 1504 1526 1
2002 1740 1761 1
2002 1617 1441 1
2002 1789 1902 1
2002 1645 1756 1
2002 1825 1477 1
2002 1683 1525 1
2002 1562 1593 1
2002 1522 1524 1
2002 1599 1655 1
2002 1871 1517 1
2002 1681 1525 1
2002 1681 1683 1
2002 1650 1668 1
2004 1550 1671 1
2004 1552 1740 1
2004 1562 1520 1
2004 1566 1453 1
2004 1597 1526 1
2004 1626 1630 1
2004 1716 1808 1
2004 1857 1441 1
2004 1477 1519 1
2004 1504 1526 1
2004 1507 1522 1
2004 1740 1761 1
2004 1617 1441 1
2004 1617 1857 1
2004 1789 1902 1
2004 1605 1636 1
2004 1645 1756 1
2004 1825 1477 1
2004 1683 1525 1
2004 1562 1593 1
2004 1522 1524 1
2004 1599 1655 1
2004 1871 1517 1
2004 1681 1525 1
2004 1681 1683 1
2004 1650 1668 1
2006 1547 1716 1
2006 1549 1681 1
2006 1560 1769 1
2006 1657 1769 1
2006 1740 1761 1
2006 1803 1902 1
2006 1468 1516 1
2006 1617 1441 1
2006 1617 1857 1
2006 1667 1767 1
2006 1789 1902 1
2006 1605 1636 1
2006 1645 1756 1
2006 1825 1477 1
2006 1683 1525 1
2006 1562 1593 1
2006 1600 1681 1
2006 1522 1524 1
2006 1599 1655 1
2006 1677 1701 1
2006 1871 1517 1
2006 1681 1525 1
2006 1681 1683 1
2006 1650 1668 1
2008 1549 1683 1
2008 1550 1552 1
2008 1562 1685 1
2008 1617 1441 1
2008 1617 1857 1
2008 1667 1767 1
2008 1789 1902 1
2008 1512 1531 1
2008 1626 1761 1
2008 1716 1808 1
2008 1761 1467 1
2008 1605 1636 1
2008 1626 1467 1
2008 1629 1911 1
2008 1645 1756 1
2008 1825 1477 1
2008 1600 1525 1
2008 1683 1525 1
2008 1538 1522 1
2008 1562 1593 1
2008 1600 1681 1
2008 1522 1524 1
2008 1599 1655 1
2008 1677 1701 1
2008 1871 1517 1
2008 1681 1525 1
2008 1681 1683 1
2008 1650 1668 1
2010 1626 1761 1
2010 1635 1517 1
2010 1716 1808 1
2010 1761 1467 1
2010 1566 1453 1
2010 1605 1636 1
2010 1626 1467 1
2010 1629 1911 1
2010 1630 1740 1
2010 1645 1756 1
2010 1825 1477 1
2010 1600 1525 1
2010 1683 1525 1
2010 1579 1501 1
2010 1538 1522 1
2010 1562 1593 1
2010 1600 1681 1
2010 1600 1683 1
2010 1522 1524 1
2010 1599 1655 1
2010 1677 1701 1
2010 1871 1517 1
2010 1681 1525 1
2010 1681 1683 1
2010 1650 1668 1
2012 1543 1700 1
2012 1550 1552 1
2012 1550 1872 1
2012 1563 1699 1
2012 1566 1453 1
2012 1605 1636 1
2012 1626 1467 1
2012 1629 1911 1
2012 1630 1740 1
2012 1645 1756 1
2012 1707 1764 1
2012 1597 1526 1
2012 1630 1761 1
2012 1825 1477 1
2012 1600 1525 1
2012 1683 1525 1
2012 1579 1501 1
2012 1601 1911 1
2012 1538 1522 1
2012 1562 1593 1
2012 1600 1681 1
2012 1600 1683 1
2012 1522 1524 1
2012 1599 1655 1
2012 1677 1701 1
2012 1871 1517 1
2012 1667 1767 1
2012 1681 1525 1
2012 1681 1683 1
2012 1650 1668 1
2014 1562 1685 1
2014 1597 1526 1
2014 1626 1630 1
2014 1630 1761 1
2014 1740 1467 1
2014 1825 1477 1
2014 1600 1525 1
2014 1683 1525 1
2014 1538 1524 1
2014 1579 1501 1
2014 1601 1911 1
2014 1630 1467 1
2014 1538 1522 1
2014 1562 1593 1
2014 1600 1681 1
2014 1600 1683 1
2014 1669 1754 1
2014 1522 1524 1
2014 1825 1469 1
2014 1599 1655 1
2014 1677 1701 1
2014 1871 1517 1
2014 1667 1767 1
2014 1681 1525 1
2014 1681 1683 1
2014 1650 1668 1
2016 1600 1525 1
2016 1683 1525 1
2016 1512 1531 1
2016 1538 1524 1
2016 1579 1501 1
2016 1601 1911 1
2016 1630 1467 1
2016 1538 1522 1
2016 1547 1716 1
2016 1645 1756 1
2016 1707 1764 1
2016 1716 1808 1
2016 1562 1593 1
2016 1600 1681 1
2016 1549 1600 1
2016 1600 1683 1
2016 1669 1754 1
2016 1522 1524 1
2016 1617 1441 1
2016 1626 1467 1
2016 1825 1469 1
2016 1599 1655 1
2016 1677 1701 1
2016 1871 1517 1
2016 1667 1767 1
2016 1681 1525 1
2016 1681 1683 1
2016 1650 1668 1
2018 1538 1524 1
2018 1543 1783 1
2018 1553 1600 1
2018 1566 1453 1
2018 1579 1501 1
2018 1601 1911 1
2018 1630 1467 1
2018 1468 1516 1
2018 1507 1522 1
2018 1538 1522 1
2018 1547 1716 1
2018 1645 1756 1
2018 1707 1764 1
2018 1716 1808 1
2018 1507 1524 1
2018 1562 1593 1
2018 1600 1681 1
2018 1549 1600 1
2018 1600 1683 1
2018 1626 1630 1
2018 1669 1754 1
2018 1522 1524 1
2018 1477 1519 1
2018 1617 1441 1
2018 1626 1467 1
2018 1825 1469 1
2018 1599 1655 1
2018 1677 1701 1
2018 1871 1517 1
2018 1667 1767 1
2018 1681 1525 1
2018 1681 1683 1
2018 1650 1668 1
2020 1538 1522 1
2020 1547 1716 1
2020 1600 1525 1
2020 1645 1756 1
2020 1698 1707 1
2020 1700 1783 1
2020 1707 1764 1
2020 1716 1808 1
2020 1507 1524 1
2020 1512 1531 1
2020 1562 1593 1
2020 1600 1681 1
2020 1683 1525 1
2020 1501 1507 1
2020 1549 1600 1
2020 1600 1683 1
2020 1626 1630 1
2020 1669 1754 1
2020 1522 1524 1
2020 1477 1519 1
2020 1617 1441 1
2020 1626 1467 1
2020 1825 1469 1
2020 1599 1655 1
2020 1677 1701 1
2020 1871 1517 1
2020 1667 1767 1
2020 1681 1525 1
2020 1681 1683 1
2020 1650 1668 1
2022 1562 1593 1
2022 1600 1681 1
2022 1605 1636 1
2022 1683 1525 1
2022 1501 1507 1
2022 1538 1524 1
2022 1549 1600 1
2022 1600 1683 1
2022 1626 1630 1
2022 1648 1819 1
2022 1669 1754 1
2022 1501 1522 1
2022 1501 1524 1
2022 1522 1524 1
2022 1477 1519 1
2022 1617 1441 1
2022 1626 1467 1
2022 1541 1691 1
2022 1825 1469 1
2022 1599 1655 1
2022 1677 1701 1
2022 1871 1517 1
2022 1630 1467 1
2022 1667 1767 1
2022 1681 1525 1
2022 1681 1683 1
2022 1650 1668 1
2024 1538 1524 1
2024 1549 1600 1
2024 1600 1683 1
2024 1626 1630 1
2024 1648 1819 1
2024 1669 1754 1
2024 1803 1902 1
2024 1501 1522 1
2024 1501 1524 1
2024 1507 1522 1
2024 1522 1524 1
2024 1538 1522 1
2024 1477 1519 1
2024 1549 1681 1
2024 1562 1579 1
2024 1562 1574 1
2024 1617 1441 1
2024 1574 1579 1
2024 1626 1467 1
2024 1541 1691 1
2024 1825 1469 1
2024 1599 1655 1
2024 1677 1701 1
2024 1871 1517 1
2024 1630 1467 1
2024 1667 1767 1
2024 1449 1477 1
2024 1681 1525 1
2024 1681 1683 1
2024 1650 1668 1
2026 1538 1522 1
2026 1538 1501 1
2026 1547 1716 1
2026 1553 1600 1
2026 1707 1764 1
2026 1789 1902 1
2026 1477 1519 1
2026 1549 1681 1
2026 1562 1579 1
2026 1562 1574 1
2026 1617 1441 1
2026 1507 1524 1
2026 1574 1579 1
2026 1626 1467 1
2026 1541 1691 1
2026 1566 1453 1
2026 1825 1469 1
2026 1599 1655 1
2026 1677 1701 1
2026 1501 1507 1
2026 1549 1683 1
2026 1871 1517 1
2026 1630 1467 1
2026 1667 1767 1
2026 1683 1525 1
2026 1645 1756 1
2026 1449 1477 1
2026 1681 1525 1
2026 1681 1683 1
2026 1650 1668 1
2028 1549 1681 1
2028 1550 1552 1
2028 1562 1579 1
2028 1562 1574 1
2028 1617 1441 1
2028 1783 1526 1
2028 1501 1522 1
2028 1507 1524 1
2028 1574 1579 1
2028 1626 1467 1
2028 1541 1691 1
2028 1566 1453 1
2028 1550 1872 1
2028 1825 1469 1
2028 1599 1655 1
2028 1677 1701 1
2028 1501 1507 1
2028 1549 1683 1
2028 1600 1681 1
2028 1871 1517 1
2028 1630 1467 1
2028 1667 1767 1
2028 1683 1525 1
2028 1600 1683 1
2028 1645 1756 1
2028 1449 1477 1
2028 1681 1525 1
2028 1681 1683 1
2028 1650 1668 1
2030 1553 1600 1
2030 1574 1579 1
2030 1574 1453 1
2030 1657 1769 1
2030 1698 1707 1
2030 1825 1477 1
2030 1921 1531 1
2030 1512 1531 1
2030 1538 1524 1
2030 1626 1467 1
2030 1630 1707 1
2030 1698 1467 1
2030 1707 1467 1
2030 1921 1512 1
2030 1522 1524 1
2030 1541 1691 1
2030 1547 1716 1
2030 1566 1453 1
2030 1538 1522 1
2030 1669 1754 1
2030 1550 1872 1
2030 1789 1902 1
2030 1825 1469 1
2030 1599 1655 1
2030 1677 1701 1
2030 1501 1507 1
2030 1549 1600 1
2030 1549 1683 1
2030 1562 1453 1
2030 1562 1566 1
2030 1600 1681 1
2030 1871 1517 1
2030 1630 1467 1
2030 1667 1767 1
2030 1683 1525 1
2030 1600 1683 1
2030 1645 1756 1
2030 1449 1477 1
2030 1681 1525 1
2030 1681 1683 1
2030 1650 1668 1
2032 1538 1524 1
2032 1553 1683 1
2032 1597 1526 1
2032 1626 1467 1
2032 1626 1707 1
2032 1630 1707 1
2032 1698 1467 1
2032 1707 1467 1
2032 1921 1512 1
2032 1468 1516 1
2032 1522 1524 1
2032 1541 1691 1
2032 1547 1716 1
2032 1549 1681 1
2032 1566 1453 1
2032 1600 1525 1
2032 1617 1441 1
2032 1538 1522 1
2032 1669 1754 1
2032 1550 1872 1
2032 1789 1803 1
2032 1789 1902 1
2032 1825 1469 1
2032 1599 1655 1
2032 1677 1701 1
2032 1501 1507 1
2032 1549 1600 1
2032 1549 1683 1
2032 1562 1453 1
2032 1562 1566 1
2032 1600 1681 1
2032 1871 1517 1
2032 1477 1519 1
2032 1630 1467 1
2032 1449 1519 1
2032 1667 1767 1
2032 1683 1525 1
2032 1600 1683 1
2032 1645 1756 1
2032 1449 1477 1
2032 1681 1525 1
2032 1681 1683 1
2032 1650 1668 1
2034 1541 1691 1
2034 1547 1716 1
2034 1549 1681 1
2034 1566 1453 1
2034 1574 1465 1
2034 1600 1525 1
2034 1617 1441 1
2034 1699 1826 1
2034 1707 1764 1
2034 1716 1808 1
2034 1787 1521 1
2034 1825 1449 1
2034 1921 1531 1
2034 1462 1531 1
2034 1501 1522 1
2034 1501 1524 1
2034 1538 1522 1
2034 1669 1754 1
2034 1825 1477 1
2034 1550 1872 1
2034 1789 1803 1
2034 1789 1902 1
2034 1825 1469 1
2034 1599 1655 1
2034 1677 1701 1
2034 1501 1507 1
2034 1549 1600 1
2034 1549 1683 1
2034 1562 1453 1
2034 1562 1566 1
2034 1600 1681 1
2034 1626 1630 1
2034 1871 1517 1
2034 1477 1519 1
2034 1630 1467 1
2034 1449 1519 1
2034 1667 1767 1
2034 1683 1525 1
2034 1600 1683 1
2034 1645 1756 1
2034 1449 1477 1
2034 1681 1525 1
2034 1681 1683 1
2034 1650 1668 1
2036 1538 1522 1
2036 1550 1552 1
2036 1669 1754 1
2036 1825 1477 1
2036 1826 1871 1
2036 1857 1441 1
2036 1441 1467 1
2036 1550 1872 1
2036 1789 1803 1
2036 1789 1902 1
2036 1825 1469 1
2036 1599 1655 1
2036 1677 1701 1
2036 1468 1516 1
2036 1501 1507 1
2036 1549 1600 1
2036 1549 1683 1
2036 1562 1453 1
2036 1562 1566 1
2036 1600 1681 1
2036 1626 1630 1
2036 1871 1517 1
2036 1477 1519 1
2036 1630 1467 1
2036 1449 1519 1
2036 1667 1767 1
2036 1683 1525 1
2036 1600 1683 1
2036 1645 1756 1
2036 1449 1477 1
2036 1681 1525 1
2036 1681 1683 1
2036 1650 1668 1
2038 1538 1501 1
2038 1545 1430 1
2038 1550 1872 1
2038 1630 1857 1
2038 1698 1764 1
2038 1787 1521 1
2038 1789 1803 1
2038 1789 1902 1
2038 1803 1902 1
2038 1825 1469 1
2038 1847 1921 1
2038 1921 1462 1
2038 1922 1517 1
2038 1566 1453 1
2038 1599 1655 1
2038 1677 1701 1
2038 1698 1707 1
2038 1819 1911 1
2038 1826 1517 1
2038 1468 1516 1
2038 1501 1507 1
2038 1549 1600 1
2038 1549 1683 1
2038 1562 1453 1
2038 1562 1566 1
2038 1600 1681 1
2038 1600 1525 1
2038 1626 1630 1
2038 1871 1517 1
2038 1477 1519 1
2038 1549 1681 1
2038 1630 1467 1
2038 1449 1519 1
2038 1667 1767 1
2038 1683 1525 1
2038 1600 1683 1
2038 1645 1756 1
2038 1449 1477 1
2038 1681 1525 1
2038 1681 1683 1
2038 1650 1668 1
2040 1541 1691 1
2040 1545 1428 1
2040 1546 1516 1
2040 1566 1453 1
2040 1599 1655 1
2040 1677 1701 1
2040 1698 1707 1
2040 1819 1911 1
2040 1826 1517 1
2040 1826 1871 1
2040 1468 1516 1
2040 1501 1507 1
2040 1507 1524 1
2040 1549 1600 1
2040 1549 1683 1
2040 1562 1453 1
2040 1562 1566 1
2040 1600 1681 1
2040 1600 1525 1
2040 1626 1630 1
2040 1501 1524 1
2040 1871 1517 1
2040 1477 1519 1
2040 1512 1531 1
2040 1549 1681 1
2040 1630 1467 1
2040 1449 1519 1
2040 1617 1857 1
2040 1667 1767 1
2040 1683 1525 1
2040 1600 1683 1
2040 1645 1756 1
2040 1669 1754 1
2040 1449 1477 1
2040 1681 1525 1
2040 1681 1683 1
2040 1650 1668 1
2042 1545 1430 1
2042 1549 1600 1
2042 1549 1683 1
2042 1562 1453 1
2042 1562 1566 1
2042 1563 1605 1
2042 1566 1579 1
2042 1575 1679 1
2042 1600 1681 1
2042 1600 1525 1
2042 1626 1630 1
2042 1825 1477 1
2042 1501 1522 1
2042 1501 1524 1
2042 1522 1524 1
2042 1789 1803 1
2042 1871 1517 1
2042 1477 1519 1
2042 1512 1531 1
2042 1549 1681 1
2042 1630 1467 1
2042 1449 1519 1
2042 1617 1857 1
2042 1667 1767 1
2042 1683 1525 1
2042 1803 1902 1
2042 1600 1683 1
2042 1825 1469 1
2042 1538 1522 1
2042 1645 1756 1
2042 1669 1754 1
2042 1449 1477 1
2042 1681 1525 1
2042 1681 1683 1
2042 1650 1668 1
2044 1605 1636 1
2044 1687 1702 1
2044 1789 1803 1
2044 1819 1920 1
2044 1871 1517 1
2044 1921 1462 1
2044 1431 1516 1
2044 1468 1516 1
2044 1477 1519 1
2044 1507 1524 1
2044 1512 1531 1
2044 1549 1681 1
2044 1630 1467 1
2044 1449 1519 1
2044 1541 1691 1
2044 1617 1857 1
2044 1667 1767 1
2044 1683 1525 1
2044 1789 1902 1
2044 1803 1902 1
2044 1600 1683 1
2044 1825 1469 1
2044 1538 1522 1
2044 1671 1684 1
2044 1645 1756 1
2044 1669 1754 1
2044 1449 1477 1
2044 1599 1655 1
2044 1681 1525 1
2044 1681 1683 1
2044 1650 1668 1
2046 1549 1681 1
2046 1562 1566 1
2046 1605 1462 1
2046 1626 1467 1
2046 1626 1630 1
2046 1630 1467 1
2046 1688 1477 1
2046 1698 1707 1
2046 1707 1764 1
2046 1740 1839 1
2046 1764 1771 1
2046 1819 1911 1
2046 1922 1517 1
2046 1449 1519 1
2046 1449 1469 1
2046 1469 1519 1
2046 1501 1507 1
2046 1541 1691 1
2046 1549 1683 1
2046 1553 1600 1
2046 1716 1808 1
2046 1617 1857 1
2046 1667 1767 1
2046 1683 1525 1
2046 1789 1902 1
2046 1803 1902 1
2046 1522 1524 1
2046 1549 1600 1
2046 1600 1681 1
2046 1600 1683 1
2046 1825 1469 1
2046 1538 1522 1
2046 1671 1684 1
2046 1645 1756 1
2046 1669 1754 1
2046 1449 1477 1
2046 1599 1655 1
2046 1681 1525 1
2046 1681 1683 1
2046 1650 1668 1
2048 1541 1691 1
2048 1545 1579 1
2048 1549 1683 1
2048 1553 1600 1
2048 1575 1679 1
2048 1595 1654 1
2048 1678 1731 1
2048 1687 1702 1
2048 1698 1764 1
2048 1716 1808 1
2048 1871 1517 1
2048 1431 1516 1
2048 1545 1430 1
2048 1550 1826 1
2048 1562 1430 1
2048 1617 1857 1
2048 1667 1767 1
2048 1683 1525 1
2048 1688 1769 1
2048 1767 1840 1
2048 1789 1803 1
2048 1789 1902 1
2048 1803 1902 1
2048 1522 1524 1
2048 1549 1600 1
2048 1577 1655 1
2048 1600 1681 1
2048 1600 1683 1
2048 1825 1469 1
2048 1538 1522 1
2048 1563 1688 1
2048 1671 1684 1
2048 1577 1599 1
2048 1645 1756 1
2048 1669 1754 1
2048 1449 1477 1
2048 1599 1655 1
2048 1681 1525 1
2048 1681 1683 1
2048 1650 1668 1
2050 1541 1555 1
2050 1545 1430 1
2050 1550 1826 1
2050 1555 1691 1
2050 1562 1430 1
2050 1563 1769 1
2050 1617 1857 1
2050 1667 1840 1
2050 1667 1767 1
2050 1679 1921 1
2050 1683 1525 1
2050 1688 1769 1
2050 1767 1840 1
2050 1778 1466 1
2050 1789 1803 1
2050 1789 1902 1
2050 1803 1902 1
2050 1507 1524 1
2050 1512 1531 1
2050 1522 1524 1
2050 1549 1600 1
2050 1562 1566 1
2050 1577 1655 1
2050 1600 1525 1
2050 1549 1681 1
2050 1600 1681 1
2050 1600 1683 1
2050 1825 1469 1
2050 1538 1522 1
2050 1563 1688 1
2050 1671 1684 1
2050 1577 1599 1
2050 1630 1467 1
2050 1677 1701 1
2050 1501 1507 1
2050 1645 1756 1
2050 1669 1754 1
2050 1921 1462 1
2050 1698 1707 1
2050 1449 1477 1
2050 1599 1655 1
2050 1681 1525 1
2050 1681 1683 1
2050 1650 1668 1
2052 1549 1600 1
2052 1549 1683 1
2052 1553 1600 1
2052 1562 1566 1
2052 1577 1655 1
2052 1600 1525 1
2052 1707 1764 1
2052 1477 1519 1
2052 1538 1524 1
2052 1549 1681 1
2052 1600 1681 1
2052 1600 1683 1
2052 1606 1516 1
2052 1767 1441 1
2052 1825 1469 1
2052 1840 1441 1
2052 1538 1522 1
2052 1563 1688 1
2052 1657 1688 1
2052 1671 1684 1
2052 1577 1599 1
2052 1630 1467 1
2052 1677 1701 1
2052 1871 1517 1
2052 1501 1507 1
2052 1645 1756 1
2052 1669 1754 1
2052 1921 1462 1
2052 1698 1707 1
2052 1563 1657 1
2052 1449 1477 1
2052 1599 1655 1
2052 1681 1525 1
2052 1681 1683 1
2052 1650 1668 1
2054 1538 1524 1
2054 1546 1606 1
2054 1549 1681 1
2054 1600 1681 1
2054 1600 1683 1
2054 1606 1516 1
2054 1606 1431 1
2054 1626 1630 1
2054 1667 1771 1
2054 1667 1677 1
2054 1684 1701 1
2054 1767 1840 1
2054 1767 1441 1
2054 1803 1902 1
2054 1825 1469 1
2054 1826 1853 1
2054 1840 1441 1
2054 1507 1524 1
2054 1512 1531 1
2054 1538 1522 1
2054 1563 1688 1
2054 1657 1688 1
2054 1671 1684 1
2054 1688 1769 1
2054 1699 1707 1
2054 1707 1517 1
2054 1716 1808 1
2054 1771 1462 1
2054 1496 1505 1
2054 1577 1599 1
2054 1630 1467 1
2054 1677 1701 1
2054 1871 1517 1
2054 1501 1507 1
2054 1645 1756 1
2054 1669 1754 1
2054 1501 1522 1
2054 1921 1462 1
2054 1522 1524 1
2054 1698 1707 1
2054 1563 1657 1
2054 1449 1477 1
2054 1599 1655 1
2054 1681 1525 1
2054 1683 1525 1
2054 1681 1683 1
2054 1650 1668 1
2056 1538 1522 1
2056 1538 1501 1
2056 1563 1688 1
2056 1563 1769 1
2056 1563 1803 1
2056 1657 1688 1
2056 1671 1684 1
2056 1687 1702 1
2056 1688 1769 1
2056 1688 1803 1
2056 1688 1902 1
2056 1698 1699 1
2056 1699 1707 1
2056 1699 1764 1
2056 1707 1517 1
2056 1707 1871 1
2056 1716 1808 1
2056 1771 1462 1
2056 1789 1826 1
2056 1431 1516 1
2056 1496 1505 1
2056 1541 1691 1
2056 1577 1599 1
2056 1617 1441 1
2056 1630 1467 1
2056 1677 1701 1
2056 1702 1842 1
2056 1871 1517 1
2056 1501 1507 1
2056 1617 1857 1
2056 1645 1756 1
2056 1669 1754 1
2056 1501 1522 1
2056 1921 1462 1
2056 1477 1519 1
2056 1522 1524 1
2056 1577 1655 1
2056 1698 1707 1
2056 1501 1524 1
2056 1563 1657 1
2056 1449 1477 1
2056 1599 1655 1
2056 1681 1525 1
2056 1683 1525 1
2056 1681 1683 1
2056 1650 1668 1
2058 1539 1789 1
2058 1541 1691 1
2058 1546 1606 1
2058 1546 1558 1
2058 1550 1552 1
2058 1550 1761 1
2058 1577 1599 1
2058 1617 1441 1
2058 1626 1467 1
2058 1626 1630 1
2058 1630 1467 1
2058 1677 1701 1
2058 1688 1707 1
2058 1699 1517 1
2058 1699 1871 1
2058 1702 1842 1
2058 1707 1761 1
2058 1707 1803 1
2058 1761 1764 1
2058 1761 1517 1
2058 1761 1871 1
2058 1764 1517 1
2058 1764 1871 1
2058 1803 1902 1
2058 1825 1477 1
2058 1857 1441 1
2058 1871 1517 1
2058 1501 1507 1
2058 1507 1524 1
2058 1617 1857 1
2058 1645 1756 1
2058 1669 1754 1
2058 1501 1522 1
2058 1553 1683 1
2058 1921 1462 1
2058 1477 1519 1
2058 1522 1524 1
2058 1577 1655 1
2058 1684 1701 1
2058 1698 1707 1
2058 1698 1764 1
2058 1819 1920 1
2058 1677 1684 1
2058 1501 1524 1
2058 1563 1657 1
2058 1449 1477 1
2058 1599 1655 1
2058 1671 1767 1
2058 1825 1469 1
2058 1681 1525 1
2058 1683 1525 1
2058 1681 1683 1
2058 1650 1668 1
2060 1563 1592 1
2060 1568 1694 1
2060 1600 1683 1
2060 1617 1857 1
2060 1645 1756 1
2060 1669 1754 1
2060 1688 1771 1
2060 1698 1769 1
2060 1707 1769 1
2060 1707 1789 1
2060 1756 1505 1
2060 1772 1874 1
2060 1789 1803 1
2060 1501 1522 1
2060 1553 1683 1
2060 1921 1462 1
2060 1449 1519 1
2060 1477 1519 1
2060 1522 1524 1
2060 1577 1655 1
2060 1684 1701 1
2060 1716 1808 1
2060 1698 1707 1
2060 1698 1764 1
2060 1819 1920 1
2060 1677 1684 1
2060 1501 1524 1
2060 1563 1657 1
2060 1449 1477 1
2060 1599 1655 1
2060 1671 1767 1
2060 1707 1764 1
2060 1825 1469 1
2060 1681 1525 1
2060 1683 1525 1
2060 1681 1683 1
2060 1650 1668 1
2062 1538 1593 1
2062 1553 1683 1
2062 1702 1466 1
2062 1761 1853 1
2062 1871 1517 1
2062 1921 1462 1
2062 1449 1519 1
2062 1477 1519 1
2062 1522 1524 1
2062 1577 1655 1
2062 1630 1467 1
2062 1677 1701 1
2062 1684 1701 1
2062 1716 1808 1
2062 1541 1691 1
2062 1698 1707 1
2062 1698 1764 1
2062 1819 1920 1
2062 1677 1684 1
2062 1501 1524 1
2062 1563 1657 1
2062 1449 1477 1
2062 1599 1655 1
2062 1671 1767 1
2062 1563 1769 1
2062 1707 1764 1
2062 1825 1469 1
2062 1681 1525 1
2062 1683 1525 1
2062 1681 1683 1
2062 1650 1668 1
2064 1546 1558 1
2064 1546 1606 1
2064 1577 1655 1
2064 1606 1431 1
2064 1625 1659 1
2064 1626 1630 1
2064 1630 1467 1
2064 1635 1458 1
2064 1657 1769 1
2064 1677 1701 1
2064 1684 1701 1
2064 1688 1694 1
2064 1699 1771 1
2064 1716 1808 1
2064 1771 1789 1
2064 1541 1691 1
2064 1669 1754 1
2064 1698 1707 1
2064 1698 1764 1
2064 1667 1857 1
2064 1716 1457 1
2064 1819 1920 1
2064 1617 1667 1
2064 1677 1684 1
2064 1699 1902 1
2064 1501 1524 1
2064 1563 1657 1
2064 1449 1477 1
2064 1599 1655 1
2064 1501 1522 1
2064 1671 1767 1
2064 1563 1769 1
2064 1707 1764 1
2064 1825 1469 1
2064 1681 1525 1
2064 1683 1525 1
2064 1681 1683 1
2064 1650 1668 1
2066 1541 1691 1
2066 1669 1754 1
2066 1698 1707 1
2066 1698 1764 1
2066 1699 1803 1
2066 1550 1872 1
2066 1604 1649 1
2066 1667 1857 1
2066 1676 1700 1
2066 1716 1457 1
2066 1819 1920 1
2066 1617 1667 1
2066 1754 1789 1
2066 1921 1462 1
2066 1677 1684 1
2066 1699 1902 1
2066 1501 1524 1
2066 1563 1657 1
2066 1449 1477 1
2066 1599 1655 1
2066 1501 1522 1
2066 1840 1453 1
2066 1671 1767 1
2066 1563 1769 1
2066 1707 1764 1
2066 1825 1469 1
2066 1681 1525 1
2066 1683 1525 1
2066 1681 1683 1
2066 1650 1668 1
2068 1550 1872 1
2068 1604 1649 1
2068 1625 1659 1
2068 1667 1857 1
2068 1676 1700 1
2068 1677 1701 1
2068 1716 1457 1
2068 1803 1902 1
2068 1819 1920 1
2068 1439 1526 1
2068 1577 1655 1
2068 1617 1667 1
2068 1716 1808 1
2068 1754 1789 1
2068 1921 1462 1
2068 1496 1505 1
2068 1677 1684 1
2068 1699 1902 1
2068 1501 1524 1
2068 1563 1657 1
2068 1449 1477 1
2068 1599 1655 1
2068 1501 1522 1
2068 1840 1453 1
2068 1671 1767 1
2068 1563 1769 1
2068 1707 1764 1
2068 1825 1469 1
2068 1681 1525 1
2068 1683 1525 1
2068 1681 1683 1
2068 1650 1668 1
2070 1541 1606 1
2070 1545 1604 1
2070 1545 1430 1
2070 1577 1655 1
2070 1617 1667 1
2070 1707 1871 1
2070 1716 1808 1
2070 1754 1789 1
2070 1772 1874 1
2070 1825 1477 1
2070 1921 1462 1
